,Label,String,clean_text,encoded_label
597,positive,Kami hadir untuk memudahkan urusan laporan pajak Anda. Hubungi kami di WA positive838759933negative8.,hadir memudahkan urusan laporan pajak hubungi wa positive838759933negative8,1
598,negative,"Rafael mengklaim sejatinya harta kekayaan miliknya sebenarnya tak bertambah sejak 2positivenegativenegative lalu. Pertambahan hanya terjadi pada nilai yang melesat karena peningkatan nilai jual objek pajak, bukan karena ada penambahan. Once a thief always an a$shole!",rafael mengklaim sejatinya harta kekayaan miliknya bertambah 2positivenegativenegative pertambahan nilai melesat peningkatan nilai jual objek pajak penambahan once a thief always an a shole,0
599,negative,"Tinggalkan politik gorong-gorong, karena banyak tikus di dalamnya. Rusaknya sebuah bangsa akibat politik gorong dapat di lihat dari banyaknya hutang & pajak yang di garong oleh para tikus berdasi. Mulai hari ini kandidat capres gak boleh planga-plongo lagi, harus berisi kepalanya",tinggalkan politik gorong gorong tikus dalamnya rusaknya bangsa akibat politik gorong lihat banyaknya hutang pajak garong tikus berdasi kandidat capres tidak planga plongo berisi kepalanya,0
600,positive,Ganjersaran kan wajib pajak tidak menunda penyampaian SPT tahunan 2positivenegative2 agar lebih nyaman #NKRIKuatBersamaGanjar,ganjersaran wajib pajak menunda penyampaian seperti tahunan 2positivenegative2 nyaman nkrikuatbersamaganjar,1
601,negative,"Kita bayar pajak setengah mati malah dipake bukber ngabisin anggaran negative,2 milyat 🥵",bayar pajak mati dipakai bukber ngabisin anggaran negative 2 milyat,0
602,negative,Anjingggg duit pajak w buat ngerayain anak pejabat ultah babi RT @PartaiSocmed: Selamat sore Pak Sekda Riau SF Hariyanto. Cuma mau memberi tahu Toko Mutiara 88 Ritz Carlton lumayan luas juga ya? Semoga puasanya tidak batal..,anjingggg duit pajak w ngerayain anak pejabat ultah babi rt partaisocmed selamat sore sekda riau sf hariyanto toko mutiara 88 ritz carlton lumayan luas ya semoga puasanya batal,0
603,negative,"Setidaknya pajak di sana digunakan untuk kepentingan publik, bukan untuk membiayai gaya hidup hedon anak dan istri, apalagi ultah anak usia negative7 tahun di toko Ritz Carlton, itu sungguh menghina intelegensi saya RT @spectatorindex: Bloomberg reports that an annual salary of $negativepositivepositive,positivepositivepositive in New York City is worth $36,positivepositivepositive after taxes and cost of living.",pajak kepentingan publik membiayai gaya hidup hedon anak istri ultah anak usia negative7 toko ritz carlton sungguh menghina intelegensi rt spectatorindex bloomberg reports that an annual salary of negativepositivepositive positivepositivepositive in new york city is worth 36 positivepositivepositive after taxes and cost of living,0
604,negative,"ya ya ya , rakyat cukup bayar pajak saja, memilih dalam pemilu habis itu diam, urus saja negara oleh kalian, rakyat hanya babu di negeri ini, bukan lagi yg berdaulat seperti kata konstitusi RT @democrazymedia: Luhut Murka: Orang di Luar Pemerintah Gak Usah Banyak Omong!",ya ya ya rakyat bayar pajak memilih pemilu habis diam urus negara rakyat babu negeri yang berdaulat konstitusi rt democrazymedia luhut murka orang pemerintah tidak omong,0
605,positive,"Bayar Tagihan PBB & Pajak Kendaraan di Indomaret dapatkan promo Tebus Murah negative pck INDOMARET Wet Tissue negativepositive's Non Alcohol hanya Rp negative.positivepositivepositive,- selama periode negative-3negative Maret 2positive23 . #indomaret #PromosiIndomaret #iPayment",bayar tagihan pbb pajak kendaraan indomaret dapatkan promo tebus murah negative pck indomaret wet tissue negativepositive s non alcohol rp negative positivepositivepositive periode negative 3negative maret 2positive23 indomaret promosiindomaret ipayment,1
606,negative,"Pemerintah itu kerja untuk memuaskan pembayarnya, kami bayar pajak mobil maka kami punya hak dapat jalan yang layak, gimana?",pemerintah kerja memuaskan pembayarnya bayar pajak mobil hak jalan layak gimana,0
607,positive,Khusus Jabodetabek area Pinjaman KTA dari BANK Asing maksimal 3positivepositive juta .Syarat KTP CC NPWP /pakai bukti potong pajak negative72negative Anegative .Karyawan&wiraswasta .Bunga positive.99% Proses cepat &amp; mudah disetujui Ayo guys yang butuh pinjaman KTA DM aja ya atau wa langsung positive822negative3452343,khusus jabodetabek area pinjaman kita bank asing maksimal 3positivepositive juta syarat ktp cc npwp pakai bukti potong pajak negative72negative anegative karyawan wiraswasta bunga positive 99 proses cepat amp mudah disetujui ayo guys butuh pinjaman kita dm saja ya wa langsung positive822negative3452343,1
608,negative,Wajarlah pemain kakap.dapat fasilitas gini..wong punya apartemen di amrik masak sih mesti ikutan bus desek desekan sama rakyat kecil yg taat bayar pajak..gak levelah😂😂😂,wajarlah pemain kakap fasilitas gini apartemen amrik masak sih mesti ikutan bus desek desekan rakyat yang taat bayar pajak tidak levelah,0
609,positive,"Hallo @kring_pajak aku lupa EFIN, bisa dibantu??? 🙏🏻 #LupaEFIN",hallo kring_pajak lupa efin dibantu lupaefin,1
610,positive,Perbedaan antara zakat dan pajak?,perbedaan zakat pajak,1
611,positive,"i want adult class with jaemin 🙏🙏 pls teach me cara mengurus skck, review tagihan listrik & air, cara bayar pajak, dan cara mengajukan kpr 🙏🙏",i want adult class with jaemin pls teach me mengurus skck review tagihan listrik air bayar pajak mengajukan kpr,1
612,negative,masih gk rela duit pajak gw dipake bocil buat fangirlingan. enak banget jadi rich fangirl jalur korupsi 🥲 RT @haenaahceah: @muntahber Teganya orang2 menggiring opini spt ini.,tidak rela duit pajak saya dipakai bocil fangirlingan enak sekali rich fangirl jalur korupsi rt haenaahceah muntahber teganya orang2 menggiring opini seperti,0
613,positive,"info dong, harga tiket konser suga termasuk pajak dll berapa ya?",info harga tiket konser suga pajak dan lain lain ya,1
614,positive,"Selain belanja.. Di Kaspro bisa Bayar Pajak Kendaraan Tahunan loh.. . Makin sip, makin praktis 🤩 . @ridwankamil @pauuruzhanul",belanja kaspro bayar pajak kendaraan tahunan loh sip praktis ridwankamil pauuruzhanul,1
615,positive,Ganjar sebut masyarakat tak perlu repot ke kantor pajak untuk lapor spt #NKRIKuatBersamaGanjar,ganjar masyarakat repot kantor pajak lapor seperti nkrikuatbersamaganjar,1
616,negative,THE REAL TERORIS paling RADIKAL saat ini adalah GEROMBOLAN OKNUM di @KemenkeuRI @DitjenPajakRI @kring_pajak @beacukaiRI MEREKALAH yg MENGHANCURKAN negara dg PERILAKU RAKUS berjiwa MALING..dan MERAMPOK uang RAKYAT PEMBUNUH !!! Apakabar @BNPTRI ?? Pakde @jokowi ?? @DPR_RI ??,the real teroris radikal gerombolan oknum kemenkeuri ditjenpajakri kring_pajak beacukairi yang menghancurkan negara dengan perilaku rakus berjiwa maling merampok uang rakyat pembunuh apakabar bnptri pakde jokowi dpr_ri,0
617,positive,"WTS _ Want To Sell all about BTS, photocard, BT2negative ⚪OFFICIAL⚪ PHOTOFOLIO SEOKJIN Take All - 5positivepositiveK Pb + Poster + Postcard + Sticker - 25positivek Photocard A + Rpc Jin Pirates - 25positivek 📍 INA only 📍Dom. Depok 📍Belum include ongkir 📍Bisa toko oren (pajak 6%) atau bisa manual lewat chat",wts _ want to sell all about bts photocard bt2negative official photofolio seokjin take all 5positivepositivek pb poster postcard sticker 25positivek photocard a rpc jin pirates 25positivek ina only dom depok include ongkir toko oren pajak 6 manual chat,1
618,positive,"Ya, makasih bang. Jangan lupa pajak party RT @BeGoodParts: OKE, welcoming party ini RESMI DIBUKA HAHAHAHA SEMANGAT WARGA GUPI :*",ya terima kasih bang lupa pajak party rt begoodparts oke welcoming party resmi dibuka hahahaha semangat warga gupi,1
619,negative,"Bener tuh @beacukaiRI di liat kiat kek begal berseragam,,,tolong lah attitude malak nya di ilangin....pajak boleh tp sesuai porsinya....hadeuhhh CUAAAXXXX",benar tuh beacukairi liat kiat kek begal berseragam tolong attitude malak nya ilangin pajak tetapi sesuai porsinya hadeuhhh cuaaaxxxx,0
620,negative,kayak bayar pajak motornya aja om2 ini RT @sopir_idiot: bulenya jujur nih,mirip bayar pajak motornya saja om2 rt sopir_idiot bulenya jujur nih,0
621,positive,"WTS _ Want To Sell all about BTS, photocard, BT2negative ⚪OFFICIAL⚪ POB Weverse (ALBUM The Astronaut Set) Take All - 5positiveK 📍 INA only 📍Dom. Depok 📍Belum include ongkir 📍Bisa toko oren (kena pajak 6%) atau bisa manual lewat chat dm 📌 Mau pindah kerja ke LN, takut gak ada yg rawat",wts _ want to sell all about bts photocard bt2negative official pob weverse album the astronaut set take all 5positivek ina only dom depok include ongkir toko oren kena pajak 6 manual chat dm pindah kerja ln takut tidak yang rawat,1
622,negative,"Masalah hedon,pajak dan money loundry jadi barang seksi bagi rezim berikutnya..banyak pejabat yang bakalan berbaju oranye nih dari rezim ini",hedon pajak money loundry barang seksi rezim pejabat berbaju oranye nih rezim,0
623,negative,"Ini tukang pajak atau tukang tipu. Sewa negative kamar hotel isi 7 orang, bayar negativepositivejuta /bulan. Pejabat yg jujur itu ada, tapi gak usah dicari krn gak bakal ketemu. @KemenkeuRI",tukang pajak tukang tipu sewa negative kamar hotel isi 7 orang bayar negativepositivejuta pejabat yang jujur tidak dicari karena tidak ketemu kemenkeuri,0
624,positive,"WTS _ Want To Sell all about BTS, photocard, BT2negative ⚪OFFICIAL⚪ ALBUM THE ASTRONAUT Ver.2 Take All - 23positivek 📍 INA only 📍Dom. Depok 📍Belum include ongkir 📍Bisa toko oren (kena pajak 6%) atau bisa manual lewat chat dm 📌 Milik pribadi, pasti di rawat.",wts _ want to sell all about bts photocard bt2negative official album the astronaut ver 2 take all 23positivek ina only dom depok include ongkir toko oren kena pajak 6 manual chat dm milik pribadi rawat,1
625,positive,"WTS _ Want To Sell all about BTS, photocard, BT2negative ⚪OFFICIAL⚪ ALBUM THE ASTRONAUT Ver.negative Take All - 23positivek 📍 INA only 📍Dom. Depok 📍Belum include ongkir 📍Bisa toko oren (kena pajak 6%) atau bisa manual lewat chat dm 📌 Milik pribadi, pasti di rawat.",wts _ want to sell all about bts photocard bt2negative official album the astronaut ver negative take all 23positivek ina only dom depok include ongkir toko oren kena pajak 6 manual chat dm milik pribadi rawat,1
626,negative,"Ikhlas itu saat kita sedekah, tidak ikhlas itu saat kita bayar pajak.",ikhlas sedekah ikhlas bayar pajak,0
627,negative,"udah bayar pajak blum kamu janggala😡 RT @americanojhowa: 24-25 ▪︎ DPO (negative/6) cw // mention of food , rebellious teenage phase",sudah bayar pajak belum janggala rt americanojhowa 24 25 dpo negative 6 cewek mention of food rebellious teenage phase,0
628,positive,Tidak perlu ribet lapor pajak sendiri. Kami siap membantu Anda. Hubungi WA positive838759933negative8.,ribet lapor pajak membantu hubungi wa positive838759933negative8,1
629,negative,@kring_pajak @KemenkeuRI @jokowi @KPK_RI harus nya srimulyani diperiksa pasti intruksi dia ini Uda panik dia. kurang setuju anak buahnya disalahkan semua perintah dari srimulyani. Kita akan up busuk nya SMI nanti menjelang pemilu 2positive24 jangan kaget !,kring_pajak kemenkeuri jokowi kpk_ri nya srimulyani diperiksa intruksi sudah panik setuju anak buahnya disalahkan perintah srimulyani up busuk nya smi menjelang pemilu 2positive24 kaget,0
630,positive,"Pojok Pajak KPP Pratama Lamongan hadir memberikan layanan lebih dekat dengan wajib pajak. Layanan SPT Tahunan, Pemadanan NIK-NPWP, dan konsultasi perpajakan. Untuk jadwalnya, geser ke kiri ya😊 @DitjenPajakRI @PajakJatim2",pojok pajak kpp pratama lamongan hadir layanan wajib pajak layanan seperti tahunan pemadanan nik npwp konsultasi perpajakan jadwalnya geser kiri ya ditjenpajakri pajakjatim2,1
631,positive,Ganjar Pranowo menyebutkan bahwa masyarakat tak perlu repot ke kantor pajak untuk lapor SPT tahunan #NKRIKuatBersamaGanjar,ganjar pranowo masyarakat repot kantor pajak lapor seperti tahunan nkrikuatbersamaganjar,1
632,positive,#LinkPajak Daftar kurs menteri keuangan =>,linkpajak daftar kurs menteri keuangan,1
633,negative,Apa kita perlu byr pajak klo sdh begini..?,bayar pajak kalau sudah,0
634,positive,"Hayu menjadi Bagian dari Pembangunan, dengan membayar Pajak Tepat Waktu. . #jabarjuara #bapendajabar #samsatjabar",hayu pembangunan membayar pajak jabarjuara bapendajabar samsatjabar,1
635,positive,Kami sangat berterima kasih atas dukungan Ketua Pengadilan Tinggi Surabaya dalam upaya membangun kesadaran perpajakan yang lebih baik di masyarakat. Mari kita bersama-sama membayar pajak dan menjalankan kewajiban perpajakan dengan baik dan benar untuk Indonesia Maju.,berterima kasih dukungan ketua pengadilan surabaya upaya membangun kesadaran perpajakan masyarakat mari membayar pajak menjalankan kewajiban perpajakan indonesia maju,1
636,positive,"work! guys ada yang punya tutorial lapor pajak dengan bukti potong lebih dari negative ga ya? aku punya bupot 3 biji, tapi belum ketemu tutorialnya",work guys tutorial lapor pajak bukti potong negative tidak ya bupot 3 biji ketemu tutorialnya,1
637,positive,Ganjar Pranowo menyarankan wajib pajak tidak menunda penyampaian SPT tahunan 2positive22 agar lebih nyaman #NKRIKuatBersamaGanjar,ganjar pranowo menyarankan wajib pajak menunda penyampaian seperti tahunan 2positive22 nyaman nkrikuatbersamaganjar,1
638,negative,"Normalize mengakali pajak RT @lucaxyzz: Fun fact, gua punya 2 PT buat ngakalin pajak krn PT utama udah masuk tarif pph 29 (2positive% dari profit). Lahirlah PT baru masuk tarif UMKM final positive.5% Tax engineering =! Tax avoidance. Be smart 😉",normalize mengakali pajak rt lucaxyzz fun fact saya 2 pt ngakalin pajak karena pt utama sudah masuk tarif pph 29 2positive profit lahirlah pt masuk tarif umkm final positive 5 tax engineering tax avoidance be smart,0
639,negative,"Kemarin saya bayar pajak mbl via online malah ribet, seharusnya bila kt sudah bayar online hanya ditunjukin bukti melalui email disitu tertera ada kode bayar dan barcode malah ini harus di print utk ditunjukin bersamaan dgn stnk serta ktp asli..",kemarin bayar pajak mbl via online ribet kita bayar online ditunjukin bukti email disitu tertera kode bayar barcode print untuk ditunjukin bersamaan dengan stnk ktp asli,0
640,positive,Sarankan wajib pajak tidak menunda penyampaian spt tahunan #NKRIKuatBersamaGanjar,sarankan wajib pajak menunda penyampaian seperti tahunan nkrikuatbersamaganjar,1
641,positive,Hallo @kring_pajak sy ingin menanyakan Efin saya. Mohon dibantu ya #LupaEFIN,hallo kring_pajak saya efin mohon dibantu ya lupaefin,1
642,negative,"Bsok gw lomba kosplei di jepang, usahakan jgn menang, nnti gw diminta bea cukai pajak hadiah klo menang, ah pemerintah, an... astaghfirullah lgi puasa 😆😆😎  @lurkingcorsa @NobowoNonowo RT @marlina_idha: Tawar-menawar Bea Cukai saat 'Palak' Fatimah Bawa Piala: Bisa Bayar Berapa? Parah banget 🙄",besok saya lomba kosplei jepang usahakan jangan menang nanti saya bea cukai pajak hadiah kalau menang ah pemerintah an astaghfirullah lagi puasa lurkingcorsa nobowononowo rt marlina_idha tawar menawar bea cukai palak fatimah bawa piala bayar parah sekali,0
643,negative,"my brother in christ lu bukan belajar, li dengan bangga melakukan penyelempengan pajak (dan belum lagi buka job offering buat ex-GoTO dibawah UMR) Maksimal menjalani hidup dengan eksploitasi orang dan sistem kok bangga. RT @lucaxyzz: Ga suka dengan aturan indo versi netizen: demo, bikin gaduh di sosmed, revolusi! Ga suka dengan aturan indo versi gua: belajar, biar maksimal menjalani kehidupan",my brother in christ kamu belajar li bangga penyelempengan pajak buka job offering ex goto dibawah umr maksimal menjalani hidup eksploitasi orang sistem bangga rt lucaxyzz tidak suka aturan indo versi netizen demo bikin gaduh sosmed revolusi tidak suka aturan indo versi saya belajar biar maksimal menjalani kehidupan,0
644,positive,"[CM] temen-temen aku ada tentang sistem pajak di korea selatan, kira kira nyari jurnalnya dimana ya? tia🙏",cuma teman teman sistem pajak korea selatan cari jurnalnya di mana ya tia,1
645,negative,"Di Perancis sudah mulai penolakan terhadap perang Ukraina vs Rusia karena masyarakat perancis nggak mau duit pajak mereka buat support perang yang nggak ada faidah buat mereka. RT @sahouraxo: French voices rise in opposition to NATO today in Paris, but where is Western media? The sound of silence is deafening. ""Biden, we don't want your war!""",perancis penolakan perang ukraina vs rusia masyarakat perancis tidak duit pajak support perang tidak faidah rt sahouraxo french voices rise in opposition to nato today in paris but where is western media the sound of silence is deafening biden we don t want your war,0
646,positive,"Harta Pegawai Pajak MSZ Melejit Rp 57 M, Kemenkeu: Dapat Santunan dari Boeing ..😁",harta pegawai pajak msz melejit rp 57 m kemenkeu santunan boeing,1
647,positive,Rafael Alun Bantah Gunakan Konsultan Pajak untuk Kelola Aset Kekayaan,rafael alun bantah konsultan pajak kelola aset kekayaan,1
648,positive,"Halo #SemetonBuleleng Made Astika, . Kepala Dinas Pendidikan Pemuda dan Olahraga Kabupaten Buleleng mengimbau kepada seluruh wajib pajak di Kabupaten Buleleng untuk segera melaporkan SPT Tahunannya paling lambat 3negative Maret 2positive23 untuk WP Orang Pribadi.",halo semetonbuleleng made astika kepala dinas pendidikan pemuda olahraga kabupaten buleleng mengimbau wajib pajak kabupaten buleleng melaporkan seperti tahunannya lambat 3negative maret 2positive23 wp orang pribadi,1
