String,Label,CaseFold,RegRemoval,SymbolsRemoval
"Kisah Sjafruddin Prawiranegara, Protes karena Para Menteri Boleh Tak Bayar Pajak Mobil Mewah",positive,"kisah sjafruddin prawiranegara, protes karena para menteri boleh tak bayar pajak mobil mewah","kisah sjafruddin prawiranegara, protes karena para menteri boleh tak bayar pajak mobil mewah","kisah sjafruddin prawiranegara, protes karena para menteri boleh tak bayar pajak mobil mewah"
Kita apresiasi dan udah bersuara terhadap penolakan ormas Israel. NU pak kiai Said Akil menolak Muhammadiyah PDIP PKS Ganjar Pranowo Gubernur Bali KNPI FPI PA 2negative2 Alumni 2negative2 Klw dipaksakan masuk indo saya gak yakin polisi bisa menahannya.,negative,kita apresiasi dan udah bersuara terhadap penolakan ormas israel. nu pak kiai said akil menolak muhammadiyah pdip pks ganjar pranowo gubernur bali knpi fpi pa 2negative2 alumni 2negative2 klw dipaksakan masuk indo saya gak yakin polisi bisa menahannya.,kita apresiasi dan udah bersuara terhadap penolakan ormas israel. nu pak kiai said akil menolak muhammadiyah pdip pks ganjar pranowo gubernur bali knpi fpi pa  alumni  klw dipaksakan masuk indo saya gak yakin polisi bisa menahannya.,kita apresiasi dan udah bersuara terhadap penolakan ormas israel. nu pak kiai said akil menolak muhammadiyah pdip pks ganjar pranowo gubernur bali knpi fpi pa  alumni  klw dipaksakan masuk indo saya gak yakin polisi bisa menahannya.
Kita bayar pajak hanya untuk memperkaya mereka RT @PartaiSocmed: Tebak isteri pejabat siapa?,negative,kita bayar pajak hanya untuk memperkaya mereka rt @partaisocmed: tebak isteri pejabat siapa?,kita bayar pajak hanya untuk memperkaya mereka rt @partaisocmed: tebak isteri pejabat siapa?,kita bayar pajak hanya untuk memperkaya mereka rt @partaisocmed: tebak isteri pejabat siapa?
"Kita bayar pajak setengah mati malah dipake bukber ngabisin anggaran negative,2 milyat 🥵",negative,"kita bayar pajak setengah mati malah dipake bukber ngabisin anggaran negative,2 milyat 🥵","kita bayar pajak setengah mati malah dipake bukber ngabisin anggaran , milyat 🥵","kita bayar pajak setengah mati malah dipake bukber ngabisin anggaran , milyat 🥵"
kita yakin dengan pemerintah. indonesia maju bahu membahu membangun indoneseia. era Ganjar pembangunan sangat masif ht #GanjarPresidenku,positive,kita yakin dengan pemerintah. indonesia maju bahu membahu membangun indoneseia. era ganjar pembangunan sangat masif ht #ganjarpresidenku,kita yakin dengan pemerintah. indonesia maju bahu membahu membangun indoneseia. era ganjar pembangunan sangat masif ht #ganjarpresidenku,kita yakin dengan pemerintah. indonesia maju bahu membahu membangun indoneseia. era ganjar pembangunan sangat masif ht ganjarpresidenku
Kiya ap mere fajar ka alarm baneingy???,positive,kiya ap mere fajar ka alarm baneingy???,kiya ap mere fajar ka alarm baneingy???,kiya ap mere fajar ka alarm baneingy???
"Klo childfree sih gpp, tapi klo mau punya anak kaya lebih beresiko klo hamil di umur segini RT @Askrlfess: [askrl] gimana pendapat kalian tentang itu gais?",negative,"klo childfree sih gpp, tapi klo mau punya anak kaya lebih beresiko klo hamil di umur segini rt @askrlfess: [askrl] gimana pendapat kalian tentang itu gais?","klo childfree sih gpp, tapi klo mau punya anak kaya lebih beresiko klo hamil di umur segini rt @askrlfess: [askrl] gimana pendapat kalian tentang itu gais?","klo childfree sih gpp, tapi klo mau punya anak kaya lebih beresiko klo hamil di umur segini rt @askrlfess: [askrl] gimana pendapat kalian tentang itu gais?"
Klo gak suka atau curiga sama PDI Perjuangan. Serbu. Rame2 masuk sana. Curiga sama PSI. Serbu juga. Masuk jd Caleg nnti buat ke depannya. #Habis2negative2Terbitlahpositive2 NekDetektif,negative,klo gak suka atau curiga sama pdi perjuangan. serbu. rame2 masuk sana. curiga sama psi. serbu juga. masuk jd caleg nnti buat ke depannya. #habis2negative2terbitlahpositive2 nekdetektif,klo gak suka atau curiga sama pdi perjuangan. serbu. rame masuk sana. curiga sama psi. serbu juga. masuk jd caleg nnti buat ke depannya. #habisterbitlah nekdetektif,klo gak suka atau curiga sama pdi perjuangan. serbu. rame masuk sana. curiga sama psi. serbu juga. masuk jd caleg nnti buat ke depannya. habisterbitlah nekdetektif
"Klo pada ga sanggup ngurus anak, mending childfree RT @txtdrimedia: bocah caperrr",negative,"klo pada ga sanggup ngurus anak, mending childfree rt @txtdrimedia: bocah caperrr","klo pada ga sanggup ngurus anak, mending childfree rt @txtdrimedia: bocah caperrr","klo pada ga sanggup ngurus anak, mending childfree rt @txtdrimedia: bocah caperrr"
"Kna luh anis.sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",negative,"kna luh anis.sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja jokowi &amp; nkri. buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.","kna luh anis.sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja jokowi &amp; nkri. buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.","kna luh anis.sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja jokowi &amp; nkri. buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri."
Kok Orang RI Harus Bayar Pajak? Simak Penjelasan Jokowi Ini!,positive,kok orang ri harus bayar pajak? simak penjelasan jokowi ini!,kok orang ri harus bayar pajak? simak penjelasan jokowi ini!,kok orang ri harus bayar pajak? simak penjelasan jokowi ini!
Komunitas Milenial Sulawesi Selatan menyukai kinerja Ganjar Ganjar Membangun Negeri dan disambut baik dengan warga Sul #GanjarPresidenku,positive,komunitas milenial sulawesi selatan menyukai kinerja ganjar ganjar membangun negeri dan disambut baik dengan warga sul #ganjarpresidenku,komunitas milenial sulawesi selatan menyukai kinerja ganjar ganjar membangun negeri dan disambut baik dengan warga sul #ganjarpresidenku,komunitas milenial sulawesi selatan menyukai kinerja ganjar ganjar membangun negeri dan disambut baik dengan warga sul ganjarpresidenku
"Konsisten Dukung Kemerdekaan Palestina, PSI: Kehadiran Timnas Israel Urusan Olahraga",positive,"konsisten dukung kemerdekaan palestina, psi: kehadiran timnas israel urusan olahraga","konsisten dukung kemerdekaan palestina, psi: kehadiran timnas israel urusan olahraga","konsisten dukung kemerdekaan palestina, psi: kehadiran timnas israel urusan olahraga"
Kontras menyoroti pernyataan Kepala BIN Budi Gunawan yang menyatakan aura Presiden Joko Widodo pindah kepada Menteri Pertahanan Prabowo Subianto. (((((Aura pindah))))),positive,kontras menyoroti pernyataan kepala bin budi gunawan yang menyatakan aura presiden joko widodo pindah kepada menteri pertahanan prabowo subianto. (((((aura pindah))))),kontras menyoroti pernyataan kepala bin budi gunawan yang menyatakan aura presiden joko widodo pindah kepada menteri pertahanan prabowo subianto. (((((aura pindah))))),kontras menyoroti pernyataan kepala bin budi gunawan yang menyatakan aura presiden joko widodo pindah kepada menteri pertahanan prabowo subianto. (((((aura pindah)))))
"Kontroversi BEM UI. Konten video yang dipublish pada Rabu, 22 Maret 2positive23 dengan judul ""Dewan Perampok Rakyat"" dan kemudian muncul meme tikus dengan kepala Puan Maharani.",positive,"kontroversi bem ui. konten video yang dipublish pada rabu, 22 maret 2positive23 dengan judul ""dewan perampok rakyat"" dan kemudian muncul meme tikus dengan kepala puan maharani.","kontroversi bem ui. konten video yang dipublish pada rabu,  maret  dengan judul ""dewan perampok rakyat"" dan kemudian muncul meme tikus dengan kepala puan maharani.","kontroversi bem ui. konten video yang dipublish pada rabu,  maret  dengan judul ""dewan perampok rakyat"" dan kemudian muncul meme tikus dengan kepala puan maharani."
Korban Penganiayaan Mario Dandy Anak Pejabat Pajak Sudah Bisa Berdiri  #TempoMetro,positive,korban penganiayaan mario dandy anak pejabat pajak sudah bisa berdiri  #tempometro,korban penganiayaan mario dandy anak pejabat pajak sudah bisa berdiri  #tempometro,korban penganiayaan mario dandy anak pejabat pajak sudah bisa berdiri  tempometro
Korupsi adalah kejahatan luar biasa. Harus ditumpas sampai tuntas. Hukum berat dan miskinkan🫵 Kami di PSI mendesak RUU Perampasan Aset harus segera disahkan🫵 #SikatSampaiHabis #PSIBersamaRakyat #HadirKerjaUntukRakyat #PSIBnegative5AMenang2positive24 #PartaiSolidaritasIndonesia,positive,korupsi adalah kejahatan luar biasa. harus ditumpas sampai tuntas. hukum berat dan miskinkan🫵 kami di psi mendesak ruu perampasan aset harus segera disahkan🫵 #sikatsampaihabis #psibersamarakyat #hadirkerjauntukrakyat #psibnegative5amenang2positive24 #partaisolidaritasindonesia,korupsi adalah kejahatan luar biasa. harus ditumpas sampai tuntas. hukum berat dan miskinkan🫵 kami di psi mendesak ruu perampasan aset harus segera disahkan🫵 #sikatsampaihabis #psibersamarakyat #hadirkerjauntukrakyat #psibamenang #partaisolidaritasindonesia,korupsi adalah kejahatan luar biasa. harus ditumpas sampai tuntas. hukum berat dan miskinkan🫵 kami di psi mendesak ruu perampasan aset harus segera disahkan🫵 sikatsampaihabis psibersamarakyat hadirkerjauntukrakyat psibamenang partaisolidaritasindonesia
Korupsi adalah kejahatan luar biasa. Harus ditumpas sampai tuntas. Hukum berat dan miskinkan🫵 Kami di PSI mendesak RUU Perampasan Aset harus segera disahkan🫵 #SikatSampaiHabis #PSIBersamaRakyat #HadirKerjaUntukRakyat #PSIBnegative5AMenang2positive24 #PartaiSolidaritasIndonesia,positive,korupsi adalah kejahatan luar biasa. harus ditumpas sampai tuntas. hukum berat dan miskinkan🫵 kami di psi mendesak ruu perampasan aset harus segera disahkan🫵 #sikatsampaihabis #psibersamarakyat #hadirkerjauntukrakyat #psibnegative5amenang2positive24 #partaisolidaritasindonesia,korupsi adalah kejahatan luar biasa. harus ditumpas sampai tuntas. hukum berat dan miskinkan🫵 kami di psi mendesak ruu perampasan aset harus segera disahkan🫵 #sikatsampaihabis #psibersamarakyat #hadirkerjauntukrakyat #psibamenang #partaisolidaritasindonesia,korupsi adalah kejahatan luar biasa. harus ditumpas sampai tuntas. hukum berat dan miskinkan🫵 kami di psi mendesak ruu perampasan aset harus segera disahkan🫵 sikatsampaihabis psibersamarakyat hadirkerjauntukrakyat psibamenang partaisolidaritasindonesia
"kucing tuh harusnya penganut childfree gasi, kasian liat anak anak kucing yang terlantar 😭",negative,"kucing tuh harusnya penganut childfree gasi, kasian liat anak anak kucing yang terlantar 😭","kucing tuh harusnya penganut childfree gasi, kasian liat anak anak kucing yang terlantar 😭","kucing tuh harusnya penganut childfree gasi, kasian liat anak anak kucing yang terlantar 😭"
Kurang seru Koalisi Perubahan vs Koalisi Indonesia Raya Baru. Ganjar - Pranowonor Pranowo - Ganjar or Mega - Pranowo.,positive,kurang seru koalisi perubahan vs koalisi indonesia raya baru. ganjar - pranowonor pranowo - ganjar or mega - pranowo.,kurang seru koalisi perubahan vs koalisi indonesia raya baru. ganjar - pranowonor pranowo - ganjar or mega - pranowo.,kurang seru koalisi perubahan vs koalisi indonesia raya baru. ganjar - pranowonor pranowo - ganjar or mega - pranowo.
"LAGI LAGI TEJADI LAGI MIC MATI, 😂 KALI INI MOMEN MIC MATI SAAT DEMOKRAT PENGESAHAN PERPPU CIPTA KERJA DALAM PURNA YANG DI PIMPIN OLEH BUK PUAN MAHARANI .",negative,"lagi lagi tejadi lagi mic mati, 😂 kali ini momen mic mati saat demokrat pengesahan perppu cipta kerja dalam purna yang di pimpin oleh buk puan maharani .","lagi lagi tejadi lagi mic mati, 😂 kali ini momen mic mati saat demokrat pengesahan perppu cipta kerja dalam purna yang di pimpin oleh buk puan maharani .","lagi lagi tejadi lagi mic mati, 😂 kali ini momen mic mati saat demokrat pengesahan perppu cipta kerja dalam purna yang di pimpin oleh buk puan maharani ."
Lagi nonton fajar,positive,lagi nonton fajar,lagi nonton fajar,lagi nonton fajar
"Lagian si bapak baju kuning juga salah, bapak itu beda kasta sama pejabat² diatas sana, bapak harusnya sadar diri. Besok² jangan diulangi lagi pak,fokus kerja dan taat bayar pajak aja biar mereka tetep bisa hidup enak Kitamah belakangan aja pak selow,kita punya tuhan. RT @kegblgnunfaedh: Sad :(",negative,"lagian si bapak baju kuning juga salah, bapak itu beda kasta sama pejabat² diatas sana, bapak harusnya sadar diri. besok² jangan diulangi lagi pak,fokus kerja dan taat bayar pajak aja biar mereka tetep bisa hidup enak kitamah belakangan aja pak selow,kita punya tuhan. rt @kegblgnunfaedh: sad :(","lagian si bapak baju kuning juga salah, bapak itu beda kasta sama pejabat² diatas sana, bapak harusnya sadar diri. besok² jangan diulangi lagi pak,fokus kerja dan taat bayar pajak aja biar mereka tetep bisa hidup enak kitamah belakangan aja pak selow,kita punya tuhan. rt @kegblgnunfaedh: sad :(","lagian si bapak baju kuning juga salah, bapak itu beda kasta sama pejabat² diatas sana, bapak harusnya sadar diri. besok² jangan diulangi lagi pak,fokus kerja dan taat bayar pajak aja biar mereka tetep bisa hidup enak kitamah belakangan aja pak selow,kita punya tuhan. rt @kegblgnunfaedh: sad :("
Lagunya enak tapi liriknya waduhhh kalau ditambahin maharani jadi bahaya wkwk,negative,lagunya enak tapi liriknya waduhhh kalau ditambahin maharani jadi bahaya wkwk,lagunya enak tapi liriknya waduhhh kalau ditambahin maharani jadi bahaya wkwk,lagunya enak tapi liriknya waduhhh kalau ditambahin maharani jadi bahaya wkwk
"Lamborghini Viral Berpelat Nomor Palsu di Bali Terdaftar Milik Perusahaan di Bandung Tebak-tebakan, bayar pajak gak nih mobil?? @DitjenPajakRI",negative,"lamborghini viral berpelat nomor palsu di bali terdaftar milik perusahaan di bandung tebak-tebakan, bayar pajak gak nih mobil?? @ditjenpajakri","lamborghini viral berpelat nomor palsu di bali terdaftar milik perusahaan di bandung tebak-tebakan, bayar pajak gak nih mobil?? @ditjenpajakri","lamborghini viral berpelat nomor palsu di bali terdaftar milik perusahaan di bandung tebak-tebakan, bayar pajak gak nih mobil?? @ditjenpajakri"
Land Rover Defender Puma Double Cabin (negative45positive) 2positivenegative2 • Km 3positive.positivepositivepositive+ ongoing • Surat² lengkap • Pajak hidup • Mesin Sehat • EGR baru • Clutch baru • Siap touring • Bonus Roof Rack Harga DM/WA for more info Lok. Jkt Wa : positive8negative26656positive774,positive,land rover defender puma double cabin (negative45positive) 2positivenegative2 • km 3positive.positivepositivepositive+ ongoing • surat² lengkap • pajak hidup • mesin sehat • egr baru • clutch baru • siap touring • bonus roof rack harga dm/wa for more info lok. jkt wa : positive8negative26656positive774,land rover defender puma double cabin ()  • km .+ ongoing • surat² lengkap • pajak hidup • mesin sehat • egr baru • clutch baru • siap touring • bonus roof rack harga dm/wa for more info lok. jkt wa : ,land rover defender puma double cabin ()  • km .+ ongoing • surat² lengkap • pajak hidup • mesin sehat • egr baru • clutch baru • siap touring • bonus roof rack harga dm/wa for more info lok. jkt wa : 
Lapor pajak itu bisa via online. Bukan Via Valen,positive,lapor pajak itu bisa via online. bukan via valen,lapor pajak itu bisa via online. bukan via valen,lapor pajak itu bisa via online. bukan via valen
"Lebaran nanti yang nanya ""kapan hamil, terlalu santai nih, childfree ya?"" Anak lu ga bakal aku kasih duit, ga aku bukain plester kuenya dan toples roti aku isi kucur",negative,"lebaran nanti yang nanya ""kapan hamil, terlalu santai nih, childfree ya?"" anak lu ga bakal aku kasih duit, ga aku bukain plester kuenya dan toples roti aku isi kucur","lebaran nanti yang nanya ""kapan hamil, terlalu santai nih, childfree ya?"" anak lu ga bakal aku kasih duit, ga aku bukain plester kuenya dan toples roti aku isi kucur","lebaran nanti yang nanya ""kapan hamil, terlalu santai nih, childfree ya?"" anak lu ga bakal aku kasih duit, ga aku bukain plester kuenya dan toples roti aku isi kucur"
"Lebih baik di Benci tapi menjadi diri sendiri, daripada di Suka tapi menjadi orang lain",positive,"lebih baik di benci tapi menjadi diri sendiri, daripada di suka tapi menjadi orang lain","lebih baik di benci tapi menjadi diri sendiri, daripada di suka tapi menjadi orang lain","lebih baik di benci tapi menjadi diri sendiri, daripada di suka tapi menjadi orang lain"
